country,city,long,lat,year_estab,year_start,year_end,pop_start,pop_end,probability,type,symbol,city_english,city_hebrew,city_yid,city_german,city_other,source,comment
Cape Verde,São Vicente,-24.9333,16.8333,1497,1700,1899,,,high,1,1,São Vicente,סאו ויסנטה,,São Vicente,Сан-Вісенты,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,Jewish presence declines due to Inquisition pressures
Cape Verde,São Vicente,-24.9333,16.8333,1497,1900,2019,,,high,1,1,São Vicente,סאו ויסנטה,,São Vicente,Сан-Вісенты,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,No significant Jewish community remains
Cape Verde,São Vicente,-24.9333,16.8333,1497,2020,2024,,,high,1,1,São Vicente,סאו ויסנטה,,São Vicente,Сан-Вісенты,https://www.worldjewishcongress.org/en/about/communities/CV,No active Jewish community
Cape Verde,São Vicente,-24.9333,16.8333,1497,2025,2024,,,high,1,1,São Vicente,סאו ויסנטה,,São Vicente,Сан-Вісенты,https://en.wikipedia.org/wiki/Demographics_of_Cape_Verde,No known Jewish residents
Ireland,Cork,-8.4756,51.8985,1172,1172,1599,,,high,1,1,Cork,,,,Cork,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Ireland,Earliest Jewish presence post-Norman conquest
Ireland,Cork,-8.4756,51.8985,1172,1600,1709,,,high,1,1,Cork,,,,Cork,https://www.jewishvirtuallibrary.org/ireland-virtual-jewish-history-tour,Small number of Conversos settle
Ireland,Cork,-8.4756,51.8985,1172,1710,1799,,,high,1,1,Cork,,,,Cork,https://www.jewishireland.org/about/history/,Jewish community documented in Cork
Ireland,Cork,-8.4756,51.8985,1172,1800,1893,,,high,1,1,Cork,,,,Cork,https://www.jewishvirtuallibrary.org/ireland-virtual-jewish-history-tour,Jewish merchants active in port trade
Ireland,Cork,-8.4756,51.8985,1172,1894,1899,,350,high,1,1,Cork,,,,Cork,https://www.jewishireland.org/about/history/,Synagogue established on South Terrace
Ireland,Cork,-8.4756,51.8985,1172,1900,1915,350,,high,1,1,Cork,,,,Cork,https://www.jewishvirtuallibrary.org/ireland-virtual-jewish-history-tour,Peak Jewish population
Ireland,Cork,-8.4756,51.8985,1172,1916,1929,,,high,1,1,Cork,,,,Cork,https://www.jewishireland.org/about/history/,Synagogue on Hibernian Road opens
Ireland,Cork,-8.4756,51.8985,1172,1930,2015,,,high,1,1,Cork,,,,Cork,https://www.jewishvirtuallibrary.org/ireland-virtual-jewish-history-tour,Decline begins due to emigration
Ireland,Cork,-8.4756,51.8985,1172,2016,2019,,60,high,1,1,Cork,,,,Cork,https://www.irishtimes.com/news/social-affairs/religion-and-beliefs/cork-s-jewish-community-to-end-with-closure-of-synagogue-1.2561485,Synagogue closes due to dwindling community
Ireland,Cork,-8.4756,51.8985,1172,2020,2024,60,60,medium,1,1,Cork,,,,Cork,https://www.worldjewishcongress.org/en/about/communities/IE,Estimated Jewish population
Ireland,Cork,-8.4756,51.8985,1172,2025,2024,60,,high,1,1,Cork,,,,Cork,https://www.jta.org/2023/12/15/global/irelands-oldest-jewish-community-in-cork-faces-closure,"Estimate, small active community"
United Kingdom,St. Peter Port,-2.5372,49.4598,1650,1650,1799,,,high,1,1,St. Peter Port,,,,Sanct Petrusport,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Sephardic traders arrive post-English control
United Kingdom,St. Peter Port,-2.5372,49.4598,1650,1800,1839,,,high,1,1,St. Peter Port,,,,Sanct Petrusport,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Small Jewish merchant community established
United Kingdom,St. Peter Port,-2.5372,49.4598,1650,1840,1899,,,high,1,1,St. Peter Port,,,,Sanct Petrusport,https://www.jewishgen.org/jcr-uk/Channel-Islands.htm,Jewish cemetery established in Guernsey
United Kingdom,St. Peter Port,-2.5372,49.4598,1650,1900,1939,,,high,1,1,St. Peter Port,,,,Sanct Petrusport,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Peak of small Jewish community
United Kingdom,St. Peter Port,-2.5372,49.4598,1650,1940,2019,,100,high,1,1,St. Peter Port,,,,Sanct Petrusport,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Jewish residents evacuated before German occupation
United Kingdom,St. Peter Port,-2.5372,49.4598,1650,2020,2024,100,100,medium,1,1,St. Peter Port,,,,Sanct Petrusport,https://www.jewishgen.org/jcr-uk/Channel-Islands.htm,Estimated Jewish population in Guernsey
United Kingdom,St. Peter Port,-2.5372,49.4598,1650,2025,2024,100,,high,1,1,St. Peter Port,,,,Sanct Petrusport,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Guernsey,"Estimate, small active community"
United Kingdom,St. Helier,-2.1049,49.1880,1650,1650,1799,,,high,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Sephardic traders settle in Jersey post-English control
United Kingdom,St. Helier,-2.1049,49.1880,1650,1800,1841,,,high,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Jewish merchants active in trade
United Kingdom,St. Helier,-2.1049,49.1880,1650,1842,1911,,,high,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://www.jewishgen.org/jcr-uk/Channel-Islands.htm,Jewish cemetery established in Jersey
United Kingdom,St. Helier,-2.1049,49.1880,1650,1912,1939,,,high,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Synagogue built in Jersey
United Kingdom,St. Helier,-2.1049,49.1880,1650,1940,1960,,,high,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://www.jewishvirtuallibrary.org/channel-islands-virtual-jewish-history-tour,Jewish residents evacuated before German occupation
United Kingdom,St. Helier,-2.1049,49.1880,1650,1961,2019,,150,high,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://www.jewishgen.org/jcr-uk/Channel-Islands.htm,Jersey Jewish Congregation founded
United Kingdom,St. Helier,-2.1049,49.1880,1650,2020,2024,150,150,medium,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://www.jewishgen.org/jcr-uk/Channel-Islands.htm,Estimated Jewish population in Jersey
United Kingdom,St. Helier,-2.1049,49.1880,1650,2025,2024,150,,high,1,1,St. Helier,סנט הלייר,,Saint Helier,Saint Helier,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Jersey,"Estimate, small active community"
