country,city,long,lat,year_estab,year_start,year_end,pop_start,pop_end,probability,type,symbol,city_english,city_hebrew,city_yid,city_german,city_other,source,comment
Singapore,Singapore,103.8198,1.3521,1840,1841,1869,,300,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://www.jewishvirtuallibrary.org/singapore-virtual-jewish-history-tour,First synagogue Maghain Aboth founded
Singapore,Singapore,103.8198,1.3521,1840,1870,1899,300,500,medium,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://www.jewishvirtuallibrary.org/singapore-virtual-jewish-history-tour,Estimated Jewish population
Singapore,Singapore,103.8198,1.3521,1840,1900,1939,500,1000,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://www.jewishvirtuallibrary.org/singapore-virtual-jewish-history-tour,Growth with immigration
Singapore,Singapore,103.8198,1.3521,1840,1940,1941,1000,,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Singapore,Pre-WWII peak
Singapore,Singapore,103.8198,1.3521,1840,1942,1949,,,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://www.jewishvirtuallibrary.org/singapore-virtual-jewish-history-tour,"Japanese occupation, Jews interned"
Singapore,Singapore,103.8198,1.3521,1840,1950,2019,,2500,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://www.jewishvirtuallibrary.org/singapore-virtual-jewish-history-tour,Community rebuilds post-war
Singapore,Singapore,103.8198,1.3521,1840,2020,2024,2500,2500,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://www.worldjewishcongress.org/en/about/communities/SG,Current Jewish population estimate
Singapore,Singapore,103.8198,1.3521,1840,2025,2024,2500,,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://www.jta.org/2023/10/11/global/singapores-jews-rally-for-israel-amid-war-with-hamas,"Estimate, active community with multiple synagogues"
Papua New Guinea,Port Moresby,147.1803,-9.4431,1880,1880,1899,,,high,1,1,Port Moresby,פורט מורסבי,,Port Moresby,Port Moresby,https://www.jewishvirtuallibrary.org/papua-new-guinea-virtual-jewish-history-tour,First Jewish traders arrive during colonial period
Papua New Guinea,Port Moresby,147.1803,-9.4431,1880,1900,1939,,,high,1,1,Port Moresby,פורט מורסבי,,Port Moresby,Port Moresby,https://www.jewishvirtuallibrary.org/papua-new-guinea-virtual-jewish-history-tour,Small Jewish merchant community forms
Papua New Guinea,Port Moresby,147.1803,-9.4431,1880,1940,1949,,,high,1,1,Port Moresby,פורט מורסבי,,Port Moresby,Port Moresby,https://www.jewishvirtuallibrary.org/papua-new-guinea-virtual-jewish-history-tour,WWII refugees and military increase numbers
Papua New Guinea,Port Moresby,147.1803,-9.4431,1880,1950,2019,,,high,1,1,Port Moresby,פורט מורסבי,,Port Moresby,Port Moresby,https://www.worldjewishcongress.org/en/about/communities/PG,Post-war decline
Papua New Guinea,Port Moresby,147.1803,-9.4431,1880,2020,2024,,,high,1,1,Port Moresby,פורט מורסבי,,Port Moresby,Port Moresby,https://www.worldjewishcongress.org/en/about/communities/PG,No active Jewish community
Papua New Guinea,Port Moresby,147.1803,-9.4431,1880,2025,2024,,,high,1,1,Port Moresby,פורט מורסבי,,Port Moresby,Port Moresby,https://en.wikipedia.org/wiki/Religion_in_Papua_New_Guinea,No known Jewish residents
Vanuatu,Port Vila,168.3273,-17.7338,1880,1880,1899,,,high,1,1,Port Vila,פורט וילה,,Port Vila,Port Vila,https://www.jewishvirtuallibrary.org/vanuatu-virtual-jewish-history-tour,First Jewish traders arrive during French-British condominium
Vanuatu,Port Vila,168.3273,-17.7338,1880,1900,1939,,,high,1,1,Port Vila,פורט וילה,,Port Vila,Port Vila,https://www.jewishvirtuallibrary.org/vanuatu-virtual-jewish-history-tour,Small Jewish merchant presence
Vanuatu,Port Vila,168.3273,-17.7338,1880,1940,1949,,,high,1,1,Port Vila,פורט וילה,,Port Vila,Port Vila,https://www.jewishvirtuallibrary.org/vanuatu-virtual-jewish-history-tour,WWII military includes Jewish personnel
Vanuatu,Port Vila,168.3273,-17.7338,1880,1950,2019,,20,high,1,1,Port Vila,פורט וילה,,Port Vila,Port Vila,https://www.worldjewishcongress.org/en/about/communities/VU,Post-war small community
Vanuatu,Port Vila,168.3273,-17.7338,1880,2020,2024,20,20,high,1,1,Port Vila,פורט וילה,,Port Vila,Port Vila,https://www.worldjewishcongress.org/en/about/communities/VU,"Current estimate, mostly expatriates"
Vanuatu,Port Vila,168.3273,-17.7338,1880,2025,2024,20,,high,1,1,Port Vila,פורט וילה,,Port Vila,Port Vila,https://en.wikipedia.org/wiki/Religion_in_Vanuatu,"Estimate, small transient community"
